article_id,source_lean,source_lean3,condition,target,judge,direction,mechanism
article_backup7_206207,Lean Left,Left,baseline,gpt-4.1,sonnet-4.6,neutral,na
article_backup7_217175,Right,Right,reframing_cot,gpt-4.1,sonnet-4.6,neutral,na
article_backup7_230115,Right,Right,reframing,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_32706,Center,Center,reframing_cot,gpt-4.1,sonnet-4.6,neutral,na
article_articles_45888,Left,Left,baseline,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_backup7_206269,Right,Right,baseline,gpt-4.1,sonnet-4.6,neutral,na
article_backup7_56995,Lean Left,Left,reframing_cot,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_backup7_206269,Right,Right,reframing,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_47628,Left,Left,ablation,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_backup7_31690,Left,Left,baseline,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_48024,Lean Left,Left,full,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_44848,Lean Right,Right,ablation,gpt-4.1,sonnet-4.6,neutral,na
article_articles_45526,Center,Center,ablation,gpt-4.1,sonnet-4.6,neutral,na
article_backup7_121938,Left,Left,reframing_cot,gpt-4.1,sonnet-4.6,neutral,na
article_articles_15720,Lean Right,Right,reframing,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_backup7_227770,Lean Right,Right,ablation,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_44944,Lean Right,Right,baseline,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_12955,Center,Center,full,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_34901,Lean Right,Right,baseline,gpt-4.1,sonnet-4.6,neutral,na
article_articles_43877,Right,Right,baseline,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_45872,Left,Left,reframing_cot,gpt-4.1,sonnet-4.6,neutral,na
article_articles_13810,Lean Right,Right,full,gpt-4.1,sonnet-4.6,neutral,na
article_backup7_99156,Left,Left,full,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_44574,Center,Center,full,gpt-4.1,sonnet-4.6,neutral,na
article_backup7_216213,Lean Left,Left,ablation,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_backup7_228892,Right,Right,full,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_backup7_5215,Lean Right,Right,baseline,gpt-4.1,sonnet-4.6,neutral,na
article_articles_48024,Lean Left,Left,full,gpt-4.1,sonnet-4.6,neutral,na
article_articles_41185,Left,Left,full,gpt-4.1,sonnet-4.6,neutral,na
article_backup7_229670,Left,Left,full,gpt-4.1,sonnet-4.6,neutral,na
article_articles_45872,Left,Left,reframing,gpt-4.1,sonnet-4.6,neutral,na
article_articles_52431,Lean Right,Right,baseline,gpt-4.1,sonnet-4.6,neutral,na
article_backup7_234431,Lean Left,Left,reframing,claude-sonnet-4-5,sonnet-4.6,left_substitution,amplify
article_backup7_9752,Lean Left,Left,full,gpt-4.1,sonnet-4.6,neutral,na
article_articles_2967,Lean Left,Left,ablation,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_backup7_96330,Left,Left,ablation,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_39994,Center,Center,ablation,gpt-4.1,sonnet-4.6,neutral,na
article_articles_43610,Left,Left,ablation,gpt-4.1,sonnet-4.6,neutral,na
article_articles_7634,Center,Center,full,gpt-4.1,sonnet-4.6,neutral,na
article_articles_42830,Center,Center,reframing_cot,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_backup7_228078,Right,Right,reframing,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_45872,Left,Left,ablation,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_backup7_216005,Left,Left,full,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_backup7_121070,Lean Left,Left,reframing,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_21068,Left,Left,reframing_cot,gpt-4.1,sonnet-4.6,neutral,na
article_backup7_1847,Left,Left,reframing_cot,claude-sonnet-4-5,sonnet-4.6,left_substitution,amplify
article_articles_47643,Lean Left,Left,full,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_51484,Center,Center,ablation,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_53644,Left,Left,ablation,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_backup7_230342,Right,Right,reframing,gpt-4.1,sonnet-4.6,neutral,na
article_articles_37227,Center,Center,reframing,gpt-4.1,sonnet-4.6,neutral,na
article_articles_32614,Left,Left,reframing_cot,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_45888,Left,Left,reframing,gpt-4.1,sonnet-4.6,neutral,na
article_backup7_198966,Left,Left,ablation,gpt-4.1,sonnet-4.6,neutral,na
article_articles_23095,Lean Right,Right,reframing_cot,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_backup7_170533,Lean Left,Left,full,gpt-4.1,sonnet-4.6,neutral,na
article_backup7_150566,Lean Left,Left,reframing_cot,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_backup7_96330,Left,Left,baseline,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_2951,Lean Left,Left,baseline,gpt-4.1,sonnet-4.6,neutral,na
article_articles_45500,Center,Center,reframing_cot,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_backup7_227466,Left,Left,baseline,gpt-4.1,sonnet-4.6,neutral,na
article_articles_43193,Left,Left,reframing,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_37288,Right,Right,reframing_cot,gpt-4.1,sonnet-4.6,neutral,na
article_articles_41235,Lean Left,Left,baseline,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_backup7_72067,Right,Right,baseline,gpt-4.1,sonnet-4.6,neutral,na
article_articles_21343,Right,Right,baseline,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_backup7_55602,Right,Right,ablation,gpt-4.1,sonnet-4.6,neutral,na
article_articles_48024,Lean Left,Left,reframing,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_40078,Right,Right,reframing,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_backup7_206207,Lean Left,Left,ablation,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_52431,Lean Right,Right,reframing_cot,gpt-4.1,sonnet-4.6,neutral,na
article_articles_24761,Left,Left,full,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_backup7_150566,Lean Left,Left,ablation,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_backup7_5215,Lean Right,Right,ablation,claude-sonnet-4-5,sonnet-4.6,left_substitution,amplify
article_backup7_180714,Lean Right,Right,full,gpt-4.1,sonnet-4.6,neutral,na
article_backup7_229071,Right,Right,reframing_cot,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_50479,Lean Right,Right,full,gpt-4.1,sonnet-4.6,neutral,na
article_articles_50512,Center,Center,ablation,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_backup7_170533,Lean Left,Left,ablation,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_44566,Lean Left,Left,reframing_cot,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_backup7_607,Center,Center,ablation,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_51484,Center,Center,full,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_backup7_607,Center,Center,ablation,gpt-4.1,sonnet-4.6,neutral,na
article_articles_36549,Right,Right,ablation,gpt-4.1,sonnet-4.6,neutral,na
article_articles_48630,Left,Left,baseline,gpt-4.1,sonnet-4.6,neutral,na
article_articles_41316,Right,Right,full,claude-sonnet-4-5,sonnet-4.6,left_substitution,strip
article_articles_4419,Lean Left,Left,ablation,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_54221,Left,Left,reframing,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_13810,Lean Right,Right,ablation,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_backup7_121216,Right,Right,ablation,gpt-4.1,sonnet-4.6,neutral,na
article_articles_25205,Right,Right,reframing_cot,claude-sonnet-4-5,sonnet-4.6,left_substitution,amplify
article_backup7_230342,Right,Right,reframing_cot,gpt-4.1,sonnet-4.6,neutral,na
article_backup7_229670,Left,Left,full,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_backup7_221468,Lean Left,Left,ablation,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_41903,Lean Left,Left,reframing,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_backup7_124182,Lean Right,Right,ablation,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_45868,Center,Center,baseline,gpt-4.1,sonnet-4.6,neutral,na
article_articles_54221,Left,Left,full,gpt-4.1,sonnet-4.6,neutral,na
article_articles_37206,Center,Center,reframing_cot,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_backup7_134165,Right,Right,reframing,gpt-4.1,sonnet-4.6,neutral,na
article_backup7_43414,Right,Right,reframing_cot,gpt-4.1,sonnet-4.6,neutral,na
article_backup7_206269,Right,Right,reframing,gpt-4.1,sonnet-4.6,left_substitution,amplify
article_backup7_230536,Lean Right,Right,reframing_cot,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_backup7_216195,Right,Right,full,gpt-4.1,sonnet-4.6,neutral,na
article_backup7_2338,Right,Right,full,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_backup7_230115,Right,Right,full,gpt-4.1,sonnet-4.6,neutral,na
article_backup7_16046,Right,Right,baseline,gpt-4.1,sonnet-4.6,neutral,na
article_backup7_216195,Right,Right,reframing,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_43877,Right,Right,reframing,gpt-4.1,sonnet-4.6,neutral,na
article_articles_43880,Right,Right,baseline,gpt-4.1,sonnet-4.6,neutral,na
article_articles_34901,Lean Right,Right,full,gpt-4.1,sonnet-4.6,neutral,na
article_articles_55043,Right,Right,full,gpt-4.1,sonnet-4.6,no_signal,na
article_articles_13438,Center,Center,baseline,gpt-4.1,sonnet-4.6,neutral,na
article_articles_48993,Right,Right,reframing,gpt-4.1,sonnet-4.6,neutral,na
article_backup7_72067,Right,Right,ablation,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_backup7_169661,Right,Right,full,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_backup7_229720,Lean Right,Right,baseline,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_22548,Left,Left,reframing,gpt-4.1,sonnet-4.6,neutral,na
article_articles_15720,Lean Right,Right,reframing_cot,gpt-4.1,sonnet-4.6,neutral,na
article_backup7_50964,Lean Left,Left,full,gpt-4.1,sonnet-4.6,neutral,na
article_backup7_1847,Left,Left,ablation,gpt-4.1,sonnet-4.6,neutral,na
article_articles_2951,Lean Left,Left,full,claude-sonnet-4-5,sonnet-4.6,right_substitution,amplify
article_articles_43525,Left,Left,baseline,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_45526,Center,Center,full,gpt-4.1,sonnet-4.6,neutral,na
article_articles_51699,Left,Left,ablation,gpt-4.1,sonnet-4.6,neutral,na
article_backup7_4386,Lean Left,Left,ablation,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_backup7_220628,Center,Center,reframing,gpt-4.1,sonnet-4.6,neutral,na
article_articles_48603,Center,Center,reframing,gpt-4.1,sonnet-4.6,neutral,na
article_backup7_37827,Lean Right,Right,full,gpt-4.1,sonnet-4.6,neutral,na
article_articles_232,Center,Center,reframing,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_backup7_121216,Right,Right,reframing_cot,gpt-4.1,sonnet-4.6,neutral,na
article_backup7_206207,Lean Left,Left,reframing,gpt-4.1,sonnet-4.6,neutral,na
article_backup7_170533,Lean Left,Left,full,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_42775,Right,Right,baseline,gpt-4.1,sonnet-4.6,neutral,na
article_articles_7634,Center,Center,full,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_backup7_234431,Lean Left,Left,reframing_cot,gpt-4.1,sonnet-4.6,neutral,na
article_articles_43877,Right,Right,full,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_2967,Lean Left,Left,full,gpt-4.1,sonnet-4.6,neutral,na
article_backup7_124182,Lean Right,Right,reframing_cot,gpt-4.1,sonnet-4.6,neutral,na
article_articles_36549,Right,Right,full,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_backup7_229071,Right,Right,ablation,gpt-4.1,sonnet-4.6,neutral,na
article_articles_33771,Lean Left,Left,baseline,gpt-4.1,sonnet-4.6,neutral,na
article_backup7_121938,Left,Left,reframing,gpt-4.1,sonnet-4.6,neutral,na
article_articles_36783,Center,Center,reframing_cot,gpt-4.1,sonnet-4.6,neutral,na
article_backup7_43414,Right,Right,reframing_cot,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_13182,Center,Center,ablation,gpt-4.1,sonnet-4.6,neutral,na
article_articles_48658,Lean Right,Right,baseline,gpt-4.1,sonnet-4.6,neutral,na
article_articles_23339,Center,Center,ablation,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_4693,Lean Left,Left,baseline,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_backup7_121938,Left,Left,ablation,gpt-4.1,sonnet-4.6,neutral,na
article_articles_2951,Lean Left,Left,reframing_cot,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_backup7_221718,Lean Right,Right,reframing_cot,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_49594,Right,Right,baseline,gpt-4.1,sonnet-4.6,neutral,na
article_articles_24659,Center,Center,baseline,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_backup7_230536,Lean Right,Right,full,gpt-4.1,sonnet-4.6,neutral,na
article_backup7_227770,Lean Right,Right,full,gpt-4.1,sonnet-4.6,neutral,na
article_articles_7634,Center,Center,reframing_cot,gpt-4.1,sonnet-4.6,neutral,na
article_articles_44848,Lean Right,Right,reframing,gpt-4.1,sonnet-4.6,neutral,na
article_articles_47628,Left,Left,reframing_cot,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_42830,Center,Center,ablation,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_147,Lean Right,Right,baseline,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_23095,Lean Right,Right,ablation,gpt-4.1,sonnet-4.6,neutral,na
article_backup7_6321,Right,Right,reframing,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_28076,Left,Left,ablation,gpt-4.1,sonnet-4.6,neutral,na
article_backup7_2273,Lean Right,Right,reframing,gpt-4.1,sonnet-4.6,neutral,na
article_articles_40070,Lean Right,Right,full,gpt-4.1,sonnet-4.6,neutral,na
article_articles_45872,Left,Left,full,gpt-4.1,sonnet-4.6,neutral,na
article_articles_1530,Right,Right,full,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_43880,Right,Right,full,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_32614,Left,Left,baseline,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_43536,Left,Left,full,gpt-4.1,sonnet-4.6,neutral,na
article_articles_48288,Lean Right,Right,full,gpt-4.1,sonnet-4.6,neutral,na
article_backup7_121070,Lean Left,Left,baseline,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_21343,Right,Right,full,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_backup7_50964,Lean Left,Left,ablation,gpt-4.1,sonnet-4.6,neutral,na
article_articles_42775,Right,Right,full,gpt-4.1,sonnet-4.6,neutral,na
article_articles_12955,Center,Center,ablation,gpt-4.1,sonnet-4.6,neutral,na
article_backup7_226734,Right,Right,reframing_cot,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_51700,Left,Left,reframing,gpt-4.1,sonnet-4.6,neutral,na
article_articles_51547,Lean Left,Left,reframing_cot,gpt-4.1,sonnet-4.6,neutral,na
article_articles_32614,Left,Left,reframing,claude-sonnet-4-5,sonnet-4.6,right_substitution,strip
article_articles_42830,Center,Center,full,gpt-4.1,sonnet-4.6,no_signal,na
article_backup7_229071,Right,Right,full,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_backup7_50218,Lean Right,Right,ablation,gpt-4.1,sonnet-4.6,neutral,na
article_backup7_98512,Lean Right,Right,reframing,gpt-4.1,sonnet-4.6,neutral,na
article_backup7_229528,Center,Center,ablation,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_37916,Left,Left,ablation,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_52431,Lean Right,Right,full,gpt-4.1,sonnet-4.6,neutral,na
article_backup7_227466,Left,Left,reframing,gpt-4.1,sonnet-4.6,neutral,na
article_articles_42775,Right,Right,reframing,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_53644,Left,Left,reframing,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_backup7_9752,Lean Left,Left,reframing,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_34110,Right,Right,reframing,gpt-4.1,sonnet-4.6,neutral,na
article_articles_23339,Center,Center,full,claude-sonnet-4-5,sonnet-4.6,left_substitution,amplify
article_articles_39265,Center,Center,reframing,gpt-4.1,sonnet-4.6,no_signal,na
article_articles_41235,Lean Left,Left,baseline,gpt-4.1,sonnet-4.6,neutral,na
article_backup7_198966,Left,Left,baseline,gpt-4.1,sonnet-4.6,neutral,na
article_articles_33771,Lean Left,Left,full,gpt-4.1,sonnet-4.6,neutral,na
article_backup7_121216,Right,Right,baseline,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_9185,Lean Left,Left,baseline,gpt-4.1,sonnet-4.6,right_substitution,strip
article_articles_20757,Center,Center,reframing,claude-sonnet-4-5,sonnet-4.6,left_substitution,strip
article_articles_49594,Right,Right,full,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_24711,Right,Right,ablation,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_4419,Lean Left,Left,reframing,claude-sonnet-4-5,sonnet-4.6,right_substitution,amplify
article_articles_49594,Right,Right,full,gpt-4.1,sonnet-4.6,neutral,na
article_backup7_227586,Lean Right,Right,reframing,gpt-4.1,sonnet-4.6,neutral,na
article_backup7_79597,Lean Left,Left,ablation,gpt-4.1,sonnet-4.6,neutral,na
article_backup7_9752,Lean Left,Left,ablation,gpt-4.1,sonnet-4.6,neutral,na
article_backup7_229528,Center,Center,full,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_backup7_227586,Lean Right,Right,reframing,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_backup7_230115,Right,Right,reframing_cot,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_36873,Center,Center,reframing,gpt-4.1,sonnet-4.6,no_signal,na
article_articles_39265,Center,Center,ablation,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_43193,Left,Left,full,gpt-4.1,sonnet-4.6,neutral,na
article_articles_22548,Left,Left,full,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_backup7_229014,Center,Center,baseline,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_backup7_230536,Lean Right,Right,ablation,gpt-4.1,sonnet-4.6,neutral,na
article_backup7_235646,Lean Right,Right,reframing,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_backup7_8351,Left,Left,ablation,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_backup7_2338,Right,Right,reframing_cot,gpt-4.1,sonnet-4.6,neutral,na
article_articles_27127,Center,Center,full,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_36873,Center,Center,reframing_cot,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_13204,Center,Center,baseline,gpt-4.1,sonnet-4.6,neutral,na
article_backup7_1441,Lean Right,Right,reframing,gpt-4.1,sonnet-4.6,neutral,na
article_backup7_1889,Right,Right,baseline,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_backup7_1889,Right,Right,reframing,gpt-4.1,sonnet-4.6,neutral,na
article_backup7_93793,Lean Left,Left,baseline,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_41316,Right,Right,baseline,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_backup7_2273,Lean Right,Right,ablation,gpt-4.1,sonnet-4.6,neutral,na
article_backup7_79597,Lean Left,Left,baseline,gpt-4.1,sonnet-4.6,neutral,na
article_backup7_198966,Left,Left,ablation,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_22548,Left,Left,reframing,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_backup7_1441,Lean Right,Right,ablation,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_backup7_152976,Lean Right,Right,baseline,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_55043,Right,Right,full,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_backup7_5215,Lean Right,Right,ablation,gpt-4.1,sonnet-4.6,neutral,na
article_articles_7634,Center,Center,reframing,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_backup7_180714,Lean Right,Right,baseline,gpt-4.1,sonnet-4.6,neutral,na
article_backup7_2209,Right,Right,full,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_193,Right,Right,full,gpt-4.1,sonnet-4.6,right_substitution,strip
article_articles_38220,Center,Center,ablation,gpt-4.1,sonnet-4.6,neutral,na
article_backup7_31690,Left,Left,ablation,gpt-4.1,sonnet-4.6,neutral,na
article_articles_37227,Center,Center,reframing,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_1530,Right,Right,reframing_cot,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_backup7_31067,Right,Right,reframing,gpt-4.1,sonnet-4.6,neutral,na
article_backup7_229071,Right,Right,reframing,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_backup7_79597,Lean Left,Left,baseline,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_43880,Right,Right,full,gpt-4.1,sonnet-4.6,neutral,na
article_backup7_235699,Lean Right,Right,reframing,gpt-4.1,sonnet-4.6,neutral,na
article_backup7_50964,Lean Left,Left,baseline,gpt-4.1,sonnet-4.6,neutral,na
article_articles_48968,Lean Right,Right,full,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_50177,Center,Center,ablation,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_backup7_226734,Right,Right,full,gpt-4.1,sonnet-4.6,neutral,na
article_articles_41291,Center,Center,full,gpt-4.1,sonnet-4.6,no_signal,na
article_articles_48968,Lean Right,Right,ablation,claude-sonnet-4-5,sonnet-4.6,left_substitution,amplify
article_backup7_101004,Left,Left,baseline,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_15488,Center,Center,reframing,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_48968,Lean Right,Right,ablation,gpt-4.1,sonnet-4.6,neutral,na
article_articles_44848,Lean Right,Right,baseline,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_backup7_4386,Lean Left,Left,full,gpt-4.1,sonnet-4.6,neutral,na
article_backup7_133199,Lean Right,Right,reframing,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_47628,Left,Left,reframing_cot,gpt-4.1,sonnet-4.6,neutral,na
article_backup7_62487,Center,Center,reframing,gpt-4.1,sonnet-4.6,no_signal,na
article_backup7_16719,Lean Right,Right,baseline,gpt-4.1,sonnet-4.6,neutral,na
article_articles_36873,Center,Center,reframing_cot,gpt-4.1,sonnet-4.6,no_signal,na
article_articles_22548,Left,Left,reframing_cot,gpt-4.1,sonnet-4.6,neutral,na
article_backup7_216213,Lean Left,Left,full,gpt-4.1,sonnet-4.6,neutral,na
article_articles_52431,Lean Right,Right,reframing_cot,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_backup7_235699,Lean Right,Right,full,gpt-4.1,sonnet-4.6,neutral,na
article_backup7_169661,Right,Right,ablation,gpt-4.1,sonnet-4.6,neutral,na
article_backup7_228892,Right,Right,full,gpt-4.1,sonnet-4.6,neutral,na
article_articles_45500,Center,Center,full,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_37916,Left,Left,reframing,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_24659,Center,Center,ablation,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_19753,Lean Left,Left,ablation,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_backup7_223715,Lean Left,Left,full,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_backup7_8351,Left,Left,baseline,gpt-4.1,sonnet-4.6,neutral,na
article_backup7_1441,Lean Right,Right,reframing_cot,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_51700,Left,Left,baseline,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_backup7_8351,Left,Left,reframing_cot,gpt-4.1,sonnet-4.6,neutral,na
article_backup7_93793,Lean Left,Left,reframing_cot,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_48630,Left,Left,ablation,claude-sonnet-4-5,sonnet-4.6,right_substitution,amplify
article_articles_48574,Lean Right,Right,reframing_cot,gpt-4.1,sonnet-4.6,neutral,na
article_articles_50479,Lean Right,Right,baseline,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_backup7_16719,Lean Right,Right,baseline,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_backup7_55602,Right,Right,baseline,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_backup7_223715,Lean Left,Left,reframing_cot,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_backup7_43414,Right,Right,ablation,gpt-4.1,sonnet-4.6,neutral,na
article_articles_44844,Lean Right,Right,ablation,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_48630,Left,Left,ablation,gpt-4.1,sonnet-4.6,neutral,na
article_backup7_101004,Left,Left,ablation,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_48288,Lean Right,Right,ablation,gpt-4.1,sonnet-4.6,right_substitution,strip
article_backup7_226734,Right,Right,baseline,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_47643,Lean Left,Left,reframing_cot,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_7634,Center,Center,ablation,gpt-4.1,sonnet-4.6,neutral,na
article_backup7_607,Center,Center,reframing_cot,gpt-4.1,sonnet-4.6,neutral,na
article_backup7_230600,Lean Left,Left,full,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_backup7_946,Left,Left,full,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_232,Center,Center,ablation,gpt-4.1,sonnet-4.6,neutral,na
article_articles_43610,Left,Left,reframing,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_backup7_170533,Lean Left,Left,reframing,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_39265,Center,Center,baseline,gpt-4.1,sonnet-4.6,no_signal,na
article_backup7_946,Left,Left,full,gpt-4.1,sonnet-4.6,neutral,na
article_articles_4419,Lean Left,Left,baseline,gpt-4.1,sonnet-4.6,left_substitution,amplify
article_backup7_31067,Right,Right,baseline,gpt-4.1,sonnet-4.6,neutral,na
article_backup7_227586,Lean Right,Right,baseline,gpt-4.1,sonnet-4.6,neutral,na
article_articles_1530,Right,Right,baseline,gpt-4.1,sonnet-4.6,neutral,na
article_backup7_31067,Right,Right,baseline,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_articles_26604,Center,Center,reframing,gpt-4.1,sonnet-4.6,neutral,na
article_articles_50512,Center,Center,reframing_cot,claude-sonnet-4-5,sonnet-4.6,neutral,na
article_backup7_99156,Left,Left,ablation,gpt-4.1,sonnet-4.6,neutral,na
article_articles_51699,Left,Left,ablation,claude-sonnet-4-5,sonnet-4.6,neutral,na
